user_id,whisky_id,points_overall,nose_text,taste_text,finish_text,nose_rating,taste_rating,finish_rating
ColdAesthetics,3573,89.0,"Dried pear, slightly musty note in the nose, but not as usual from old, damp cellar, more like slightly moldy mango, beautiful oak behind, tropical honey, marzipan, lychee, lemon grass and fresh banana, the Modernote is also over time something away, but 100% does not disappear","Tropical honey, white tea, white chocolate, marzipan, a bit mineral-chalky, which I always like very much, wonderful sweetness, fresh mango, papaya juice, banana jellies, fennel, some pineapple far behind, ginger syrup","Fresh ginger, crispy oak and chalk again, some walnut and grasses, medium to long",,,
checkpointuk,3573,83.0,,,,,,
Jeep51,3575,82.0,"Elegant, powerful for 40%. In a rather sweet register with honey, red sugar, marmalade, raisins. Some traces of tea",Powerful attack in the continuity of the nose with really many currants but also a floral / scented side that I do not change at all and that unbalances the whole. More peppery finish and rum-raisin ice cream.,Long but not very precise. Becomes drying and a little cardboard.,,,
Tom na Gruagaich,3575,85.0,"Sweet, fruity and a touch of old wood. I know that only from much older bottlings, because this whisky is indeed from 1975, but probably only about 15-20 years old. I like that. In addition a trace honey.","Lots of oak, vanilla, some tart notes. The dusty old wood and the beautiful fruit notes are added, a spurt of glucose.","dusty oak, a few fruity notes, some honey and the whisky fades out on wood smoke and tart oak.",,,
magic_slim,3575,84.0,"Pleasantly sweet, fruity and aromatic at first nosing - smells like dried pears and apples with toffee, a little honey and cinnamon.","Smooth with toffee and lots of unsweetened black tea at first mouthfeel. Oaky aromas, slightly bitter with a little sulphur residue.","Long with some bitterness, a hint of aniseed and liquorice in the aftertaste. ",,,
Furtia,3575,85.0,,,,84,88,84
ColdAesthetics,3576,87.0,"Somehow very aromatic and yet very vague, difficult to write precise notes on that, a lot of marzipan, a little salt, grated almonds, a little apricot, macadamia, mineral, banana","Marzipan, more reticulated melon, more salt, lemon peel, very round and soft, light oak, somehow powerful and yet round and subtle, apricot, macadamia","Green apple peel, lemon peel, candied, medium length",,,
Gloin,3580,90.0,"gentle smoke, lemon, strong, honey, it is sweeter, vanilla and caramel, peach juice, the smoke provides a spicy undertone, sugared lime, overall very spicy, grilled pork neck, the smoke is not so strong, but very present, the caramel gets stronger over time","Light body, medium ingress, slightly astringent, smoke and spicy oak dominate, but also the sweet peach juice is back and connects wonderfully with the smoke, chicken broth","The finish consists mainly of sweet smoke, the spice is surprisingly clear, but the taste of the oak remains long.",,,
ASWhisky,3580,89.0,"directly after pouring without movement: bourbon notes, smoke, sweet grain, honey  later with movement: oily, sweet pop corn in medical smoke, soft sweet French apricot, fleshy sweet, a flashback between Talisker and Laphroaig, now camphor, citrus notes and caramel - the nose develops harmoniously and softly","soft onset with caramel in the smoke, citrus and later chocolate on the palate - the mouth has despite soft onset and even strength, develops ripe fruit, the smoke remains pleasant and unobtrusive, smoke with chocolate powder and clove on the palate","medium, for a Ardbeg a rather weak finish, pleasant with sweet ripe fruit taste and some smoke and clove",,,
gango4,3580,92.0,"First very fruity sweet in the nose. The smoke is very reserved. Light maritime notes are distributed in the glass. With a bit of warmth, these maritime, peaty notes are enhanced and replace the sweet fruit. The nose suggests a very soft, oily character.",Very round and soft. Maybe a bit too soft (?). Very complex. Not easy to read out here single.,The complex smoke employs the palate for a moment. Then he pulls back and lets the still fresh oak aroma come through. Strong finish that lasts for a long time.,,,
Furtia,3580,89.0,,,,88,90,87
sagara-kun,3582,92.0,"Sublime nose, very sweet and fruity.  Exoticism: passion fruit, mango, kiwi, papaya. Grapefruit.  Spray, salted butter, light smoke.  Light camphor. Licorice, star anise.  very light white flower.","In the mouth always this intoxicating exoticism.  Passion fruit, mango, papaya.  Black pepper, liquorice, cinnamon, grapefruit.  Caramel, light tobacco. Light camphor and pepper.  It is very very melted.",Long finish on melted fruit and camphor.  Always exoticism and citrus fruits.,93,92,92
aphex,3582,92.0,"A tropical fruits basket with passion fruits, mangoes, grapefruits, pineapples, peaches. A spoon of honey. Very fresh. Hints of herbal notes.","Juicy and fruity. Tropical again. A touch of pepper, a pinch of salt.","Long, fruity.",,,
Kalleholzbein,3582,93.0,,,,93,92,93
dram-drinker,3582,90.0,"Tropical fruits, mango, passion fruit, papaya, sea breeze, little iodine, whiffs of smoked fish - very good","Punchy, creamy, lots of cedar wood, subtle sweetness, little fruitiness, spicy, little herbal - not bad","Long, warm, more woody and saw dust",91,90,89
Baanaanaabob,3582,92.0,,,,,,
ColdAesthetics,3582,92.0,"Distinct exotic fruit, mango and passion fruit, some pineapple, banana and orange peel, coriander, nutmeg, cinnamon and a little mint, licorice, fresh and a hint of smoked notes from Riach","Lots of organic honey, papaya, guava, melon, lots of power, fine pepper and even some curry, lemon zest, banana and some grapefruit, orange zest","Long, fresh, orange peel, grapefruit, some melon, pepper, nutmeg and dark malt",,,
Ra_Di,3582,91.0,,,,92,92,91
toklian,3582,,,,,,,
ALouis,3582,91.0,,,,,,
pere,3583,86.0,"Fruity, spicy, dry wood, a bit of honey, exotic fruits, vanilla, a whiff of smoke, coffee, dark chocolate, quite complex.","Spicy, oak, a bit of menthol, a bit woody, fruity sweetness, a bit of honey.","Dry wood, menthol, spices, a bit fruity, gets drier and more winey over time.",89,85,83
Allandale,3583,90.0,"blackcurrants,dates,damsons,dark,bitter chocolate","dates and figs,blackcurrants, damsons,dark chocolate rich muscatel presence.","long, warm,intense complex.",,,
hs305,3584,86.0,,,,89,87,84
P.A.O.K.you_are,3584,,,,,,,
Snerik,3584,84.0,"Coconut, honey, salt (?), seawater, walnut shell. There’s a metallic feeling around it, like sticking your nose in a toolbox. ","A bit bitter, and a bit salty. Some walnuts in the back, and it gives that dry feeling one gets from eating walnuts. And it’s waxy, but nut in a pleasant way. Like a cheap IKEA candle. ","A lot sweeter in the finish, with most of that salty feeling fading away rather quickly. And some citrus zest as well, mostly lime, but a hint of lemon. ",,,
Thermidor,3585,86.0,,,,,,
P.A.O.K.you_are,3585,,,,,,,
Willie JJ,3585,86.0,"Porridge and pears, whiffs of barley sugar and smoke. Very nice.",Boiled fruit sweets with an explosion of peppery spices. Exciting.,It's all about the spice. Very dry and peppery.,,,
Ras Mazunga,3585,,,,,,,
P.A.O.K.you_are,3587,,,,,,,
captain Islay,3587,87.0,"Flower meadow, wood, leather","Flowery, citrus fruits",Rather a bit short,,,
hs305,3588,85.0,The colour is old gold and the texture shows small tears with slow legs. The nose offers a fine combination of malty and winey aromas with no one dominating the other. It is not complex but nicely balanced with some spices in the background.,The taste is sweet and quite quaffable but a little simple too. Water is not needed.,"The whisky arrives warming and a little coating on the palate with a minor astringent feeling. The finish is of medium length with more spicy flavours (peppers, ginger, some salt) and without bitter-drying-astringent moments.",86,84,86
lachaineduwhisky,3588,,Beautiful crunchy cereals. Fresh and salty. Some fruits - berries: blackcurrant. Promise to be juicy. Integration of alcohol a bit limited. Balanced but not very intense either.,"Slightly sweet, well balanced spices, a little bitterness, just very fruity. We find everything, it's very nice if not memorable.","Easy, which pecks slightly with spices.",,,
Calmar,3588,86.0,"Fresh, sea, lemon, floral notes, sour green apples, lemonade, light mineral tones, generally quite closed.","Oak-peppery, sweet, slightly astringent, herbal bitterness, orange peels, cream.","Dry herbs, bitter-sweet with light lime sour, confectionery notes, cream, sweet, burnt rusks.",,,
vlad78,3588,85.0,,,,,,
Cast Olila,3588,85.0,,,,85,84,85
ffmdino,3588,,"malty, sweet, cheese","soft and round on the palate  Cheese, oak, nut","short to medium long  harsh, fruity",,,
Georges,3588,81.0,,,,81,82,81
Georges,3588,81.0,"Chocolate, blackcurrant jam, fresh and coastal notes","Sweet, fruity (melons), peppery","Medium long, fruity, spicy",,,
granella2003,3588,85.0,,,,,,
mmaclean,3588,,,,,,,
vlad78,3589,83.0,,,,,,
Calmar,3589,87.0,"Raw, cool, flower-citrus, malt, mineral notes, wet rubble, stone dust, sour green apples, fresh raw boards.","Spicy oak, sweetish, creamy notes, condensed milk, toffee, shortbread, red currant, cowberry, kumquat, marinated ginger.","Spicy, sweet and sour, green apple, light ginger, cinnamon, cardamom, tangerines, warm, warming.",,,
vredensever,3589,87.0,,,,,,
granella2003,3589,81.0,"Peppery, sweet cereals, barley. Winter spice, marmalade, grist","Rounded, black pepper, freshly cut fruit. Dried  peels, passion fruit","Long, balanced, warming and fruity",,,
Igor,3589,86.0,"Brandy-like fumes, pharmaceutical syrup, caramel, custard, barley malt, plum compote, confiture, cocoa, touch of cinnamon, marshmallow.","Unexpectedly sour and salty in contrast to the sweet nose. Briny sea water, cabbage marinade, laminaria, raw oysters, mussels, squashed lemon juice.","Medium to long. Orange, grapefruit, salt, pepper, bitter chocolate, chicory.",,,
SpiritSafe,3589,83.0,,,,,,
mmaclean,3589,,,,,,,
hsmithjr,3589,78.0,"Malted barley.  Spicy, with pepper notes.  Damp cardboard. Oranges?",Holiday spices.  Papaya.  Fruit salad.  Oatmeal.,Fruity and rather long.  Warm fireside.,,,
Koalafant,3590,89.0,,,,,,
wisekycourse,3590,84.0,"salt, iodine, the sea nearby, and a feeling of half-lit smoke!","the smoked, the pepper, then the fruits, not identifiable, although on the lemon-orange fruit especially and candied, and the peat !!","peat, fully in alliance with orange-peach fruit, the alcohol being discrete !! and a great finale, which explodes more with time!",,,
Moses,3590,80.0,I'm not a smoke lover. But I think it fits :-) Walk by the sea past campfire sites.,"Well done on the palate. He keeps you awake, solid and fresh. Smoked pepper fruit. With lemon notes without disturbing alcohol.","Medium to long. Reminds me in the end a little to our Obstler, but then clearly a well-made Islay whisky.",79,82,80
Gere,3590,82.0,The light .. but existing smoke is the first noticeable. Then light lemon fragrance but makes place sweetened with vanilla sugar applesauce.,At first a sweet vanilla note accompanied by a woody note. The citrus fruit note is easily noticeable.,In the finish the smoke comes out again followed by a salty aftertaste.,,,
vojt466,3590,84.0,"Wine tones, wet gravel, seaweed, woody and a little peat","At the very beginning, the onset of fruit sweets (mainly citrus and oranges, a little peach) followed by peat and spices. All this adds to the splashing salt - the spice is really distinctive","Reverberation of wine, seaweed, peat, burned gum, salt and quite a bit of spice - the reverberation is long",,,
squaadgras,3590,83.0,,,,83,85,83
Butz75,3590,78.0,,,,74,79,74
KayMeertens,3590,80.0,"Sweet with a lot of candied cherry, some raspberry and apricot. A very present, typical Bruichladdich-style maltiness. Peat, toffee and a little coffee. Perhaps a whiff of potato.","Peach, citrus, peat, orange, malt, pastry, candied cherry, strawberry and pepper.","More peat and more pepper. Malt, pastry,orange, peach and bramble.",,,
maltaholic,3590,78.0,,,,,,
Teekanne,3590,77.0,Ordinary peat smoke note reminiscent of a bog. Behind it are flavors of flower meadow and sea breeze.,The sea breeze stops and intensifies with a tingling sensation on the tongue.,"First, again peat smoke which slowly makes more and more of the sweet place.",,,
bennythemonster,3591,86.0,,,,,,
granella2003,3591,88.0,"Very sweet, sherry and malt","Lots of malt and sherry, red fruits, a hint of smoke and a bit of salty","Sherry, nuts, sherry again for a lonf aftertaste",,,
mema82,3591,85.0,,,,83,86,85
Oldpultnie,3591,80.0,,,,84,83,81
Oldpultnie,3591,80.0,Sugar sweet and a fruity jam. Freshness of a light sea breeze. Grain and hay.,Light smoky peat in a medium body and very chewy straight away. Brown Sugar sweet and malty - yeasty. Light pepper and some oak.,"Medium finish, dry oak, chewy and barley.",,,
Oldpultnie,3591,80.0,,,,83,81,79
markjedi1,3591,79.0,,,,,,
ASWhisky,3591,,,,,,,
karloff,3591,83.0,,,,83,84,81
mister glenfarclas,3591,75.0,,,,78,75,72
XorLophaX,3592,90.0,"Very sweet, smoky character. Somewhat moldy wood and subtle earth. Predominantly a lot of fruit like red grapes, kiwi and vanilla. A splash of lemon and a slightly malty sweetness.",Hot smoke from the campfire with lots of wood and caramel. No fruit and hardly any sweetness. Rather tart notes of dark chocolate and raisins. Later some toffee and mocha on the palate. Very watering and noticeable alcohol.,"A smoky and tart finish with slightly bitter wood notes, malt and earth. Later aromas of dry bread and hard cheese come to light. Something salty at the end. Overall, between short and medium in length.",,,
hs305,3592,88.0,,,,,,
GadflyDrinker,3592,90.0,,,,90,89,90
ColdAesthetics,3592,89.0,"Quite a gentle nose, only 43% is noticeable, very gentle smoke, surprising fruit for an Ardi, although other older vintages already had that, sweet peach, a hint of red apple, the small, sweet pears, some gentian, lavender, camphor, Oiled, soft leather, a touch of citrus in between, balanced, old oak, some hazelnut","Wild-picked apples, gentian, beautifully freshly charred, but already old oak, walnut, chestnut, fennel, oregano, peach with a core, beautiful leather, dried algae, a tick of iodine, fresh coffee beans, later a little more sweet pear, lavender, something rosemary, tick black pepper","Camphor, apple peel, tick oregano, salt, rosemary, due to the alcohol rather only medium length, bitter-dry-salty",,,
